Customer id,Recency,Frequency,Monetary,Cluster,Segment
C00708,16,5,14939.68,0,High Value
C00709,239,5,5293.96,1,Regular
C00710,510,2,5370.95,2,At Risk
C00711,23,7,22503.82,0,High Value
C00712,4,5,16067.69,0,High Value
C00713,35,8,22537.43,0,High Value
C00714,219,6,17723.83,0,High Value
C00715,323,2,4672.51,2,At Risk
C00716,24,3,11907.29,1,Regular
C00717,501,3,14822.2,2,At Risk
C00718,68,4,13529.57,1,Regular
C00719,163,3,10212.43,1,Regular
C00720,194,5,5989.53,1,Regular
C00721,231,3,11790.4,1,Regular
C00722,129,6,29998.190000000002,0,High Value
C00723,6,6,26905.65,0,High Value
C00724,18,4,8231.289999999999,1,Regular
C00725,383,3,5145.76,2,At Risk
C00726,1,5,17706.19,0,High Value
C00727,11,7,17942.53,0,High Value
C00728,25,6,14608.23,0,High Value
C00729,186,4,13506.74,1,Regular
C00730,41,3,7618.8,1,Regular
C00731,14,4,14077.310000000001,1,Regular
C00732,290,2,7269.72,2,At Risk
C00733,96,7,16564.670000000002,0,High Value
C00734,173,3,7485.070000000001,1,Regular
C00735,35,5,6389.740000000001,1,Regular
C00736,40,4,14477.439999999999,1,Regular
C00737,2,8,27963.600000000002,0,High Value
C00738,40,3,6276.29,1,Regular
C00739,243,4,13122.640000000001,1,Regular
C00740,252,4,7937.2300000000005,1,Regular
C00741,33,7,16111.800000000001,0,High Value
C00742,211,3,12179.71,1,Regular
C00743,215,3,11431.87,1,Regular
C00744,6,8,18567.98,0,High Value
C00745,130,3,8363.34,1,Regular
C00746,198,5,20834.81,0,High Value
C00747,37,8,24237.940000000002,0,High Value
C00748,293,3,11497.53,2,At Risk
C00749,30,7,28597.57,0,High Value
C00750,158,2,6649.28,1,Regular
C00751,33,3,6760.0199999999995,1,Regular
C00752,62,6,25529.56,0,High Value
C00753,336,2,5825.96,2,At Risk
C00754,603,3,9885.11,2,At Risk
C00755,34,3,6187.09,1,Regular
C00756,382,2,1656.7,3,New/Low Activity
C00757,70,1,134.09,3,New/Low Activity
C00758,74,5,16948.99,0,High Value
C00759,191,4,17753.71,1,Regular
C00760,345,1,7306.540000000001,2,At Risk
C00762,141,4,11375.61,1,Regular
C00763,245,1,2322.0699999999997,3,New/Low Activity
C00764,78,1,4692.33,1,Regular
C00765,112,5,14901.31,0,High Value
C00766,157,6,23337.510000000002,0,High Value
C00767,99,4,15284.86,1,Regular
C00768,13,7,15735.51,0,High Value
C00769,36,4,16197.12,0,High Value
C00770,88,3,12354.300000000001,1,Regular
C00772,99,6,18966.89,0,High Value
C00773,0,5,8503.28,1,Regular
C00774,327,4,15041.03,2,At Risk
C00775,358,5,11993.75,2,At Risk
C00776,5,9,22633.25,0,High Value
C00777,95,7,21733.37,0,High Value
C00778,14,4,12999.35,1,Regular
C00779,18,5,15475.220000000001,0,High Value
C00780,81,4,10706.17,1,Regular
C00781,10,3,8397.31,1,Regular
C00782,61,5,19281.59,0,High Value
C00783,61,3,9159.83,1,Regular
C00784,209,2,3408.6200000000003,1,Regular
C00785,128,5,20720.87,0,High Value
C00786,46,3,7927.07,1,Regular
C00787,2,5,17973.6,0,High Value
C00788,32,2,8406.32,1,Regular
C00789,83,6,18195.56,0,High Value
C00790,65,3,12176.35,1,Regular
C00791,3,6,21444.21,0,High Value
C00792,221,3,12407.24,1,Regular
C00793,19,1,3078.4,3,New/Low Activity
C00794,70,5,7251.599999999999,1,Regular
C00795,168,4,14905.59,1,Regular
C00796,271,7,15912.8,0,High Value
C00797,23,6,22540.23,0,High Value
C00798,360,2,10603.23,2,At Risk
C00799,268,3,9219.89,2,At Risk
C00800,252,4,15344.04,1,Regular
C00801,59,5,14576.32,0,High Value
C00802,193,7,30404.750000000004,0,High Value
C00803,154,5,9777.87,1,Regular
C00804,159,3,9369.08,1,Regular
C00805,198,2,4867.8,1,Regular
C00806,197,3,9164.52,1,Regular
C00807,44,9,29175.77,0,High Value
C00808,283,4,13505.070000000002,2,At Risk
C00809,130,6,15282.71,0,High Value
C00810,7,6,23319.190000000002,0,High Value
C00811,107,4,15150.41,1,Regular
C00812,86,3,7001.41,1,Regular
C00813,67,4,13613.970000000001,1,Regular
C00814,118,3,8232.35,1,Regular
C00815,57,9,18550.46,0,High Value
C00816,497,1,4263.83,2,At Risk
C00817,569,1,4263.83,2,At Risk
C00818,14,2,11668.29,1,Regular
C00819,16,5,14273.49,0,High Value
C00820,5,3,10379.86,1,Regular
C00821,59,2,7555.12,1,Regular
C00822,246,4,10635.449999999999,1,Regular
C00823,14,7,15467.58,0,High Value
C00824,187,6,22328.0,0,High Value
C00825,25,6,21154.100000000002,0,High Value
C00826,24,2,3666.0899999999997,1,Regular
C00827,251,4,15139.59,1,Regular
C00828,262,7,27199.43,0,High Value
C00829,144,1,561.1,3,New/Low Activity
C00830,96,4,10135.74,1,Regular
C00831,201,4,15756.210000000001,1,Regular
C00832,145,3,13448.59,1,Regular
C00833,158,4,10139.26,1,Regular
C00834,267,3,12937.16,2,At Risk
C00835,22,4,11221.43,1,Regular
C00836,78,4,11725.57,1,Regular
C00837,597,1,5754.27,2,At Risk
C00838,43,6,23379.350000000002,0,High Value
C00839,267,3,9260.65,2,At Risk
C00840,7,1,453.55,3,New/Low Activity
C00841,235,3,3705.33,1,Regular
C00842,289,4,16725.36,2,At Risk
C00843,10,6,12836.11,0,High Value
C00844,23,6,5619.65,1,Regular
C00845,189,4,18811.550000000003,0,High Value
C00846,0,3,13914.95,1,Regular
C00847,120,3,9311.17,1,Regular
C00848,85,5,17741.11,0,High Value
C00849,26,5,19503.62,0,High Value
C00850,180,3,10963.890000000001,1,Regular
C00851,18,6,24039.7,0,High Value
C00852,262,1,4359.49,3,New/Low Activity
C00853,154,4,9518.01,1,Regular
C00854,88,6,24212.33,0,High Value
C00855,273,2,4633.78,2,At Risk
C00856,48,6,12518.97,0,High Value
C00857,161,6,20258.07,0,High Value
C00858,89,3,10300.91,1,Regular
C00860,188,6,19321.88,0,High Value
C00861,459,2,5329.5,2,At Risk
C00862,176,4,12793.23,1,Regular
C00863,6,4,11524.39,1,Regular
C00864,113,3,7322.79,1,Regular
C00865,209,2,4543.35,1,Regular
C00866,91,3,10007.08,1,Regular
C00867,149,2,11322.230000000001,1,Regular
C00868,47,5,21370.36,0,High Value
C00869,8,5,17475.27,0,High Value
C00870,144,3,8823.48,1,Regular
C00871,321,1,1133.27,3,New/Low Activity
C00872,56,5,18482.86,0,High Value
C00873,2,5,17926.78,0,High Value
C00874,20,4,19103.75,0,High Value
C00875,209,3,6208.79,1,Regular
C00876,131,3,6462.44,1,Regular
C00877,55,4,8978.720000000001,1,Regular
C00878,213,4,16005.810000000001,1,Regular
C00879,170,4,16624.37,1,Regular
C00880,317,3,6566.85,2,At Risk
C00881,42,5,18722.6,0,High Value
C00882,10,6,20260.86,0,High Value
C00883,34,4,11091.18,1,Regular
C00884,71,6,26486.670000000002,0,High Value
C00886,276,6,23598.64,0,High Value
C00887,304,1,4285.88,3,New/Low Activity
C00888,134,3,11857.76,1,Regular
C00889,59,5,16608.24,0,High Value
C00890,104,3,12306.93,1,Regular
C00891,71,2,3177.8,1,Regular
C00892,126,4,11220.03,1,Regular
C00893,94,7,18120.64,0,High Value
C00894,75,4,9749.01,1,Regular
C00895,81,2,8878.66,1,Regular
C00896,323,6,9985.39,0,High Value
C00897,189,6,16068.380000000001,0,High Value
C00898,35,5,17143.63,0,High Value
C00899,62,3,9210.84,1,Regular
C00900,290,2,9545.99,2,At Risk
C00901,185,4,12595.84,1,Regular
C00902,428,5,16905.07,2,At Risk
C00903,90,6,36490.5,0,High Value
C00904,17,5,10499.92,0,High Value
C00905,16,3,8037.4800000000005,1,Regular
C00906,18,4,13789.74,1,Regular
C00907,724,1,460.69,3,New/Low Activity
C00908,83,3,10496.39,1,Regular
C00909,51,2,1663.6799999999998,3,New/Low Activity
C00910,9,4,12474.99,1,Regular
C00911,344,2,5345.71,2,At Risk
C00912,76,7,22300.920000000002,0,High Value
C00913,528,3,12585.11,2,At Risk
C00914,178,4,15388.95,1,Regular
C00915,40,3,7636.56,1,Regular
C00916,62,4,14011.470000000001,1,Regular
C00917,264,2,5588.7,2,At Risk
C00918,10,3,11228.59,1,Regular
C00919,62,3,7686.53,1,Regular
C00920,15,4,21685.55,0,High Value
C00921,44,5,12703.22,0,High Value
C00922,571,1,4685.2,2,At Risk
C00923,70,4,14550.18,1,Regular
C00924,213,5,17840.6,0,High Value
C00925,166,5,22337.41,0,High Value
C00926,101,5,17236.63,0,High Value
C00927,6,3,7702.49,1,Regular
C00928,398,4,14109.58,2,At Risk
C00929,74,2,4122.9800000000005,1,Regular
C00930,2,6,15059.710000000001,0,High Value
C00931,178,6,19736.74,0,High Value
C00932,195,3,8828.02,1,Regular
C00933,27,5,22667.12,0,High Value
C00934,220,4,16332.15,1,Regular
C00935,190,5,15560.390000000001,0,High Value
C00936,126,3,2306.08,1,Regular
C00937,385,3,21168.260000000002,2,At Risk
C00938,155,4,14096.81,1,Regular
C00939,176,2,10692.84,1,Regular
C00940,545,3,11675.17,2,At Risk
C00941,169,4,9762.62,1,Regular
C00942,186,3,5804.43,1,Regular
C00943,61,9,37846.21,0,High Value
C00944,13,5,20720.34,0,High Value
C00945,78,4,18206.35,0,High Value
C00946,29,4,9355.0,1,Regular
C00947,322,4,10848.89,2,At Risk
C00948,80,6,15327.7,0,High Value
C00949,417,4,17059.47,2,At Risk
C00950,130,4,14578.77,1,Regular
C00951,16,5,10092.05,0,High Value
C00952,17,5,12977.05,0,High Value
C00953,298,3,16766.170000000002,2,At Risk
C00954,21,4,10646.460000000001,1,Regular
C00955,67,6,13499.73,0,High Value
C00956,29,7,38484.03,0,High Value
C00957,293,3,6203.65,2,At Risk
C00958,397,3,7654.34,2,At Risk
C00959,220,6,14270.79,0,High Value
C00960,107,5,16113.07,0,High Value
C00961,133,6,23359.54,0,High Value
C00962,231,3,5195.39,1,Regular
C00963,371,1,220.6,3,New/Low Activity
C00964,4,5,17041.95,0,High Value
C00965,156,1,3255.2999999999997,3,New/Low Activity
C00966,133,8,24052.07,0,High Value
C00967,315,3,12523.49,2,At Risk
C00968,45,1,2591.73,3,New/Low Activity
C00969,0,5,16548.9,0,High Value
C00970,138,8,29838.78,0,High Value
C00971,193,2,1978.13,3,New/Low Activity
C00972,17,3,2877.26,1,Regular
C00973,130,5,18348.8,0,High Value
C00974,588,3,11101.17,2,At Risk
C00975,50,2,7261.160000000001,1,Regular
C00976,69,8,31305.2,0,High Value
C00977,211,4,12613.43,1,Regular
C00978,161,3,10418.6,1,Regular
C00979,159,7,28009.22,0,High Value
C00980,20,7,13032.960000000001,0,High Value
C00981,170,4,14382.380000000001,1,Regular
C00982,41,5,15359.16,0,High Value
C00983,81,7,28601.35,0,High Value
C00984,422,2,5363.29,2,At Risk
C00985,2,6,27349.49,0,High Value
C00986,56,5,17458.11,0,High Value
C00987,58,6,30746.34,0,High Value
C00988,13,4,14586.720000000001,1,Regular
C00989,180,3,11719.04,1,Regular
C00990,313,3,10299.12,2,At Risk
C00991,155,5,19138.81,0,High Value
C00992,218,4,11217.220000000001,1,Regular
C00993,102,4,10074.19,1,Regular
C00994,126,2,7193.89,1,Regular
C00995,519,1,4618.74,2,At Risk
C00996,27,3,9553.17,1,Regular
C00997,442,1,1142.0900000000001,3,New/Low Activity
C00998,234,5,6040.8099999999995,1,Regular
C00999,517,1,4555.0,2,At Risk
C01000,497,3,9275.42,2,At Risk
C01001,167,3,13859.060000000001,1,Regular
C01002,207,4,21830.04,0,High Value
C01003,179,7,21972.16,0,High Value
C01004,531,2,5192.02,2,At Risk
C01005,25,5,19970.65,0,High Value
C01006,255,4,12505.1,1,Regular
C01007,24,4,17175.48,0,High Value
C01008,33,6,18155.5,0,High Value
C01009,22,7,18706.41,0,High Value
C01010,348,5,15029.07,2,At Risk
C01011,194,6,27830.920000000002,0,High Value
C01012,178,5,15638.58,0,High Value
C01013,161,2,9245.32,1,Regular
C01014,178,2,8527.66,1,Regular
C01015,312,3,7379.52,2,At Risk
C01016,9,3,8696.68,1,Regular
C01017,190,7,20510.0,0,High Value
C01018,22,4,9783.25,1,Regular
C01019,184,3,10465.36,1,Regular
C01020,44,3,2967.64,1,Regular
C01021,1,2,5341.39,1,Regular
C01022,53,4,12457.24,1,Regular
C01023,111,4,12672.660000000002,1,Regular
C01024,517,1,2966.83,3,New/Low Activity
C01025,153,7,26012.08,0,High Value
C01026,113,5,13570.95,0,High Value
C01027,251,3,8528.77,1,Regular
C01028,97,6,25857.5,0,High Value
C01029,15,5,17608.89,0,High Value
C01030,58,6,27212.75,0,High Value
C01031,95,5,22664.1,0,High Value
C01032,137,6,15536.02,0,High Value
C01033,681,2,6562.79,2,At Risk
C01034,92,5,9007.11,1,Regular
C01035,19,6,24575.870000000003,0,High Value
C01036,154,7,28993.84,0,High Value
C01037,107,7,19301.96,0,High Value
C01038,608,1,1972.32,3,New/Low Activity
C01039,161,4,9139.1,1,Regular
C01040,68,6,19417.71,0,High Value
C01041,600,1,621.51,3,New/Low Activity
C01042,271,5,22539.99,0,High Value
C01043,154,7,20219.59,0,High Value
C01044,95,6,16162.7,0,High Value
C01045,430,4,10753.43,2,At Risk
C01046,13,4,10261.880000000001,1,Regular
C01047,298,7,24060.850000000002,0,High Value
C01048,276,4,13592.1,1,Regular
C01049,6,5,14037.62,0,High Value
C01050,477,2,3602.42,2,At Risk
C01051,67,5,12451.86,0,High Value
C01052,80,2,5131.91,1,Regular
C01053,153,3,1093.6599999999999,3,New/Low Activity
C01054,277,3,14994.61,2,At Risk
C01055,25,5,12174.11,0,High Value
C01056,199,4,13461.62,1,Regular
C01057,17,5,14778.49,0,High Value
C01058,99,6,26010.27,0,High Value
C01059,530,3,16806.760000000002,2,At Risk
C01060,18,4,14360.43,1,Regular
C01061,141,4,13951.04,1,Regular
C01062,36,5,10390.1,0,High Value
C01063,112,5,12900.08,0,High Value
C01064,21,5,22267.71,0,High Value
C01065,113,3,6286.52,1,Regular
C01066,128,4,15553.83,1,Regular
C01067,457,1,2802.13,3,New/Low Activity
C01068,287,3,9649.19,2,At Risk
C01069,34,7,23377.670000000002,0,High Value
C01070,189,3,17548.07,1,Regular
C01071,63,8,27743.760000000002,0,High Value
C01072,17,7,23083.920000000002,0,High Value
C01073,282,6,23809.43,0,High Value
C01074,104,3,11587.390000000001,1,Regular
C01075,119,2,6291.48,1,Regular
C01076,134,3,9649.97,1,Regular
C01077,303,3,9145.65,2,At Risk
C01078,234,2,2648.29,3,New/Low Activity
C01079,70,3,9934.470000000001,1,Regular
C01080,42,2,7007.35,1,Regular
C01081,569,2,4606.93,2,At Risk
C01082,114,9,27010.210000000003,0,High Value
C01084,55,10,38072.37,0,High Value
C01085,77,7,15132.210000000001,0,High Value
C01086,106,3,12434.24,1,Regular
C01087,380,5,19549.21,2,At Risk
C01088,42,1,4173.85,1,Regular
C01089,418,3,11517.85,2,At Risk
C01090,450,3,9327.9,2,At Risk
C01091,136,3,13861.03,1,Regular
C01092,177,1,886.35,3,New/Low Activity
C01093,72,5,11170.66,0,High Value
C01094,541,2,9241.960000000001,2,At Risk
C01095,8,6,20910.989999999998,0,High Value
C01096,150,1,677.56,3,New/Low Activity
C01097,529,2,8287.15,2,At Risk
C01098,211,6,18644.4,0,High Value
C01099,93,7,27311.55,0,High Value
C01100,235,4,7376.97,1,Regular
C01101,117,4,10615.470000000001,1,Regular
C01102,348,3,12079.02,2,At Risk
C01103,175,4,18159.5,0,High Value
C01104,61,5,22146.3,0,High Value
C01105,90,5,14830.25,0,High Value
C01106,68,6,33158.69,0,High Value
C01107,79,5,18242.980000000003,0,High Value
C01108,109,7,15484.210000000001,0,High Value
C01109,275,3,8318.560000000001,2,At Risk
C01110,162,7,29416.36,0,High Value
C01111,13,7,21742.82,0,High Value
C01112,35,3,8183.070000000001,1,Regular
C01113,59,8,19756.71,0,High Value
C01114,138,4,5340.63,1,Regular
C01115,0,8,33677.36,0,High Value
C01116,178,4,4569.110000000001,1,Regular
C01117,370,3,10162.15,2,At Risk
C01118,483,2,5087.37,2,At Risk
C01119,81,7,20187.44,0,High Value
C01120,505,1,6226.85,2,At Risk
C01121,163,3,5771.950000000001,1,Regular
C01122,287,3,17686.65,2,At Risk
C01123,110,8,28792.440000000002,0,High Value
C01124,435,5,25443.24,2,At Risk
C01125,323,6,19901.14,0,High Value
C01126,0,2,10370.390000000001,1,Regular
C01127,109,5,17853.24,0,High Value
C01128,62,3,9127.75,1,Regular
C01129,126,4,8975.65,1,Regular
C01130,19,5,7655.120000000001,1,Regular
C01131,230,5,11723.4,0,High Value
C01132,723,1,5262.45,2,At Risk
C01133,99,5,18040.04,0,High Value
C01134,63,3,6940.51,1,Regular
C01135,12,3,2070.02,1,Regular
C01136,18,5,21976.07,0,High Value
C01137,404,3,6379.9800000000005,2,At Risk
C01138,327,3,13577.36,2,At Risk
C01139,424,4,11909.48,2,At Risk
C01140,6,2,7052.370000000001,1,Regular
C01141,642,2,8387.91,2,At Risk
C01142,9,6,24883.14,0,High Value
C01143,232,2,7977.4400000000005,1,Regular
C01144,99,6,20186.66,0,High Value
C01145,23,3,6632.36,1,Regular
C01146,127,3,14736.5,1,Regular
C01147,56,5,17552.22,0,High Value
C01148,77,5,12660.37,0,High Value
C01149,53,3,12523.380000000001,1,Regular
C01150,444,2,14184.03,2,At Risk
C01151,4,4,14658.33,1,Regular
C01152,193,3,5006.400000000001,1,Regular
C01153,229,2,6278.33,1,Regular
C01154,91,4,8116.91,1,Regular
C01155,174,1,2438.98,3,New/Low Activity
C01156,40,3,6858.34,1,Regular
C01157,34,4,21936.81,0,High Value
C01159,203,6,21214.86,0,High Value
C01160,100,4,16894.33,0,High Value
C01161,24,6,17573.04,0,High Value
C01162,180,3,5077.700000000001,1,Regular
C01163,83,4,14123.11,1,Regular
C01164,191,6,15922.960000000001,0,High Value
C01165,453,1,144.78,3,New/Low Activity
C01166,42,2,12075.76,1,Regular
C01167,583,1,4263.83,2,At Risk
C01168,249,4,13217.970000000001,1,Regular
C01169,13,11,28536.86,0,High Value
C01170,376,2,6409.31,2,At Risk
C01171,109,8,27219.36,0,High Value
C01172,49,7,17673.56,0,High Value
C01173,228,3,10544.640000000001,1,Regular
C01174,549,2,7660.1900000000005,2,At Risk
C01175,56,6,12387.210000000001,0,High Value
C01176,247,7,20083.37,0,High Value
C01177,151,3,9727.87,1,Regular
C01178,28,4,15704.02,0,High Value
C01179,343,3,17186.83,2,At Risk
C01180,1,6,26084.510000000002,0,High Value
C01181,311,3,12467.1,2,At Risk
C01182,118,8,26254.61,0,High Value
C01183,220,3,11177.02,1,Regular
C01184,43,7,28543.870000000003,0,High Value
C01185,81,6,18358.14,0,High Value
C01186,100,3,9845.53,1,Regular
C01187,143,5,13096.67,0,High Value
C01188,20,6,19661.23,0,High Value
C01189,222,8,28596.96,0,High Value
C01190,93,5,27312.29,0,High Value
C01191,20,7,18140.87,0,High Value
C01192,57,6,25497.46,0,High Value
C01193,162,2,3897.86,1,Regular
C01194,5,4,9323.41,1,Regular
C01195,130,5,6040.16,1,Regular
C01196,458,1,872.5899999999999,3,New/Low Activity
C01197,181,5,18891.15,0,High Value
C01198,194,4,12001.800000000001,1,Regular
C01199,56,4,13649.630000000001,1,Regular
C01200,697,1,7268.400000000001,2,At Risk
C01201,125,3,10985.85,1,Regular
C01202,0,8,32861.3,0,High Value
C01203,415,3,6842.070000000001,2,At Risk
C01204,103,5,13745.48,0,High Value
C01205,89,5,22100.15,0,High Value
C01206,264,4,15210.380000000001,1,Regular
C01207,443,3,4417.24,2,At Risk
C01208,287,4,12024.630000000001,2,At Risk
C01209,12,2,7929.02,1,Regular
C01210,61,4,10170.04,1,Regular
C01211,324,4,19964.47,2,At Risk
C01212,260,3,7811.67,2,At Risk
C01213,62,6,14056.68,0,High Value
C01214,327,6,22173.170000000002,0,High Value
C01215,249,9,20970.27,0,High Value
C01216,180,5,21492.81,0,High Value
C01217,238,3,8149.46,1,Regular
C01218,187,1,1575.4299999999998,3,New/Low Activity
C01219,26,4,6304.22,1,Regular
C01220,258,2,4831.4400000000005,2,At Risk
C01221,14,2,6898.47,1,Regular
C01222,3,6,24319.48,0,High Value
C01223,606,1,2208.05,3,New/Low Activity
C01224,136,1,105.97,3,New/Low Activity
C01225,107,4,6570.03,1,Regular
C01226,22,5,11016.69,0,High Value
C01227,254,5,23337.760000000002,0,High Value
C01228,521,1,6952.42,2,At Risk
C01229,104,2,4511.66,1,Regular
C01230,72,6,23960.45,0,High Value
C01231,51,4,11325.67,1,Regular
C01232,109,4,18746.81,0,High Value
C01233,367,3,10890.48,2,At Risk
C01234,28,2,1463.47,3,New/Low Activity
C01235,193,2,8709.52,1,Regular
C01236,20,9,24956.82,0,High Value
C01237,16,3,7817.04,1,Regular
C01238,72,9,28037.6,0,High Value
C01239,358,4,8512.56,2,At Risk
C01240,140,4,8023.4400000000005,1,Regular
C01241,153,3,5450.320000000001,1,Regular
C01242,85,7,22789.55,0,High Value
C01243,34,5,30100.350000000002,0,High Value
C01244,190,3,9341.0,1,Regular
C01245,65,6,16385.31,0,High Value
C01246,29,6,17971.81,0,High Value
C01247,224,5,26244.22,0,High Value
C01248,42,3,7466.31,1,Regular
C01249,93,5,16629.48,0,High Value
C01250,271,4,13457.630000000001,1,Regular
C01251,123,3,3714.3199999999997,1,Regular
C01252,5,4,10496.460000000001,1,Regular
C01253,132,6,13681.119999999999,0,High Value
C01254,332,3,11152.6,2,At Risk
C01255,90,5,12743.94,0,High Value
C01256,82,10,32252.65,0,High Value
C01257,220,4,16124.230000000001,1,Regular
C01258,395,3,5957.67,2,At Risk
C01259,223,3,14662.5,1,Regular
C01260,166,7,39611.770000000004,0,High Value
C01261,181,6,16237.560000000001,0,High Value
C01262,446,3,12406.92,2,At Risk
C01263,80,6,8145.82,0,High Value
C01264,5,5,22060.82,0,High Value
C01265,31,5,19151.84,0,High Value
C01267,269,5,11168.98,1,Regular
C01268,158,1,3927.68,3,New/Low Activity
C01269,232,8,24885.27,0,High Value
C01270,387,2,7515.5,2,At Risk
C01271,61,5,13020.83,0,High Value
C01272,449,4,6618.6,2,At Risk
C01273,250,6,11848.84,0,High Value
C01274,140,3,9819.52,1,Regular
C01275,146,6,22142.91,0,High Value
C01276,4,4,17610.89,0,High Value
C01277,463,1,390.74,3,New/Low Activity
C01278,45,9,39683.520000000004,0,High Value
C01279,210,7,18206.370000000003,0,High Value
C01280,72,6,11932.9,0,High Value
C01281,120,5,16715.12,0,High Value
C01282,98,1,4263.83,3,New/Low Activity
C01283,142,3,4727.450000000001,1,Regular
C01284,44,8,17863.86,0,High Value
C01285,314,4,15999.78,2,At Risk
C01286,139,3,12282.61,1,Regular
C01287,12,4,14787.18,1,Regular
C01288,79,8,10298.3,0,High Value
C01289,145,4,18345.75,0,High Value
C01290,156,4,13981.630000000001,1,Regular
C01291,23,4,13575.92,1,Regular
C01292,187,4,14787.77,1,Regular
C01293,82,3,10877.59,1,Regular
C01294,87,3,5202.62,1,Regular
C01295,319,3,12056.76,2,At Risk
C01296,466,3,12025.84,2,At Risk
C01297,181,4,12328.85,1,Regular
C01298,86,4,12211.150000000001,1,Regular
C01299,35,6,31310.030000000002,0,High Value
C01300,87,6,29571.32,0,High Value
C01301,297,4,15214.06,2,At Risk
C01302,60,6,17652.010000000002,0,High Value
C01303,29,7,21824.84,0,High Value
C01304,8,2,4959.02,1,Regular
C01305,60,6,20221.31,0,High Value
C01306,163,5,13802.210000000001,0,High Value
C01307,136,4,15788.12,1,Regular
C01308,172,4,15184.490000000002,1,Regular
C01309,35,3,11645.300000000001,1,Regular
C01310,215,7,25520.46,0,High Value
C01311,137,7,29018.45,0,High Value
C01312,16,3,16183.42,1,Regular
C01313,194,5,17342.77,0,High Value
C01314,70,8,30199.010000000002,0,High Value
C01315,278,5,19559.65,0,High Value
C01316,402,4,11141.42,2,At Risk
C01317,98,3,11679.86,1,Regular
C01318,65,4,12358.570000000002,1,Regular
C01319,51,2,10632.710000000001,1,Regular
C01320,124,6,10857.09,0,High Value
C01321,7,6,20143.15,0,High Value
C01322,253,3,13391.12,1,Regular
C01323,130,7,19530.37,0,High Value
C01324,299,4,5026.7300000000005,2,At Risk
C01325,200,4,8749.48,1,Regular
C01326,1,5,22404.940000000002,0,High Value
C01327,51,6,16769.23,0,High Value
C01328,284,3,8776.15,2,At Risk
C01329,232,5,14645.560000000001,0,High Value
C01330,653,3,8198.06,2,At Risk
C01331,68,5,19017.850000000002,0,High Value
C01332,154,2,6476.68,1,Regular
C01334,11,7,37317.54,0,High Value
C01335,28,9,37816.270000000004,0,High Value
C01336,112,5,20905.510000000002,0,High Value
C01337,24,6,13384.78,0,High Value
C01338,95,7,19447.35,0,High Value
C01339,146,4,14331.51,1,Regular
C01340,109,3,10164.96,1,Regular
C01341,423,3,10154.01,2,At Risk
C01342,688,1,154.11,3,New/Low Activity
C01343,9,3,6619.370000000001,1,Regular
C01344,90,3,8206.67,1,Regular
C01345,334,4,16081.06,2,At Risk
C01346,83,5,15225.65,0,High Value
C01347,197,5,20378.27,0,High Value
C01348,119,2,4716.79,1,Regular
C01349,580,3,8922.42,2,At Risk
C01350,24,6,22712.36,0,High Value
C01351,108,3,8867.550000000001,1,Regular
C01352,276,1,4444.38,3,New/Low Activity
C01353,54,7,29729.6,0,High Value
C01354,84,1,4497.74,1,Regular
C01355,316,6,15433.01,0,High Value
C01356,158,4,14022.880000000001,1,Regular
C01357,166,3,8495.32,1,Regular
C01358,279,2,5039.91,2,At Risk
C01359,113,6,12763.970000000001,0,High Value
C01360,228,3,6328.79,1,Regular
C01361,170,4,15103.77,1,Regular
C01362,36,5,18569.62,0,High Value
C01363,17,3,13152.560000000001,1,Regular
C01364,114,5,15064.710000000001,0,High Value
C01365,28,5,11123.119999999999,0,High Value
C01366,101,7,26114.72,0,High Value
C01367,62,8,12967.01,0,High Value
C01368,358,3,10586.720000000001,2,At Risk
C01369,87,2,1601.1200000000001,3,New/Low Activity
C01370,135,7,22844.2,0,High Value
C01371,412,3,7586.6900000000005,2,At Risk
C01372,326,3,10828.9,2,At Risk
C01373,207,4,5644.28,1,Regular
C01374,47,4,16464.39,0,High Value
C01375,179,7,31146.0,0,High Value
C01376,209,3,15102.869999999999,1,Regular
C01377,177,5,17139.760000000002,0,High Value
C01378,631,2,11310.15,2,At Risk
C01379,565,3,14214.69,2,At Risk
C01380,20,8,24775.19,0,High Value
C01381,58,4,14297.66,1,Regular
C01382,21,6,12280.84,0,High Value
C01383,16,3,9876.43,1,Regular
C01384,138,5,17066.95,0,High Value
C01385,46,2,1519.83,3,New/Low Activity
C01386,464,1,5181.43,2,At Risk
C01387,12,3,8370.73,1,Regular
C01388,123,3,10424.9,1,Regular
C01389,88,2,5933.17,1,Regular
C01390,92,8,20902.06,0,High Value
C01391,85,3,10868.64,1,Regular
C01392,139,3,11677.16,1,Regular
C01393,98,1,5499.79,1,Regular
C01394,246,3,6384.62,1,Regular
C01395,43,7,24597.37,0,High Value
C01396,13,7,24861.19,0,High Value
C01397,17,2,924.83,3,New/Low Activity
C01398,541,1,1574.4099999999999,3,New/Low Activity
C01399,104,1,3573.79,3,New/Low Activity
C01400,27,6,23603.66,0,High Value
C01401,401,5,16452.09,2,At Risk
C01402,123,3,12515.43,1,Regular
C01403,225,4,4952.12,1,Regular
C01404,112,5,19132.9,0,High Value
C01405,197,4,11323.87,1,Regular
C01406,50,6,20041.64,0,High Value
C01407,341,1,4305.740000000001,3,New/Low Activity
C01408,342,1,2808.96,3,New/Low Activity
C01409,29,5,6167.1900000000005,1,Regular
C01410,185,5,16508.170000000002,0,High Value
C01411,109,5,17893.0,0,High Value
