Customer id,Gender,Age,Payment method
C00972,M,64,Mobile Payment
C00973,F,69,Credit Card
C00974,F,42,Credit Card
C00975,F,63,Credit Card
C00976,F,42,Mobile Payment
C00977,M,66,Cash
C00978,F,71,Credit Card
C00979,F,48,Credit Card
C00980,M,46,Cash
C00981,F,38,Credit Card
C00982,M,53,Credit Card
C00983,M,41,Cash
C00984,M,67,Credit Card
C00985,M,30,Mobile Payment
C00986,F,56,Credit Card
C00987,F,71,Cash
C00988,M,24,Credit Card
C00989,F,48,Credit Card
C00990,F,48,Mobile Payment
C00991,F,66,Cash
C00992,M,23,Credit Card
C00993,F,54,Mobile Payment
C00994,M,53,Mobile Payment
C00995,F,34,Credit Card
C00996,M,55,Credit Card
C00997,F,23,Credit Card
C00998,F,30,Credit Card
C00999,F,47,Credit Card
C01000,F,28,Mobile Payment
C01001,M,57,Credit Card
C01002,F,54,Credit Card
C01003,M,60,Credit Card
C01004,M,52,Mobile Payment
C01005,F,57,Credit Card
C01006,F,26,Mobile Payment
C01007,F,32,Credit Card
C01008,F,69,Credit Card
C01009,M,56,Mobile Payment
C01010,M,29,Mobile Payment
C01011,M,44,Credit Card
C01012,M,45,Mobile Payment
C01013,M,35,Credit Card
C01014,M,37,Credit Card
C01015,M,23,Credit Card
C01016,M,47,Credit Card
C01017,M,29,Cash
C01018,F,42,Credit Card
C01019,F,44,Cash
C01020,F,36,Credit Card
C01021,M,59,Cash
C01022,M,62,Credit Card
C01023,F,27,Credit Card
C01024,F,47,Mobile Payment
C01025,M,25,Credit Card
C01026,F,25,Credit Card
C01027,M,42,Credit Card
C01028,F,26,Credit Card
C01029,F,42,Cash
C01030,M,36,Credit Card
C01031,M,63,Credit Card
C01032,M,33,Cash
C01033,F,21,Mobile Payment
C01034,F,63,Credit Card
C01035,M,37,Mobile Payment
C01036,F,46,Credit Card
C01037,F,64,Cash
C01038,F,62,Credit Card
C01039,F,26,Mobile Payment
C01040,F,64,Cash
C01041,M,22,Mobile Payment
C01042,M,37,Mobile Payment
C01043,M,61,Mobile Payment
C01044,M,22,Mobile Payment
C01045,F,32,Mobile Payment
C01046,M,40,Cash
C01047,F,61,Mobile Payment
C01048,F,61,Credit Card
C01049,F,60,Credit Card
C01050,F,45,Mobile Payment
C01051,M,66,Credit Card
C01052,M,23,Credit Card
C01053,M,36,Credit Card
C01054,F,37,Credit Card
C01055,M,53,Credit Card
C01056,M,46,Credit Card
C01057,M,48,Mobile Payment
C01058,F,68,Cash
C01059,M,51,Cash
C01060,F,54,Mobile Payment
C01061,F,42,Cash
C01062,M,22,Mobile Payment
C01063,M,51,Credit Card
C01064,F,45,Credit Card
C01065,M,50,Credit Card
C01066,M,61,Cash
C01067,F,49,Mobile Payment
C01068,F,20,Mobile Payment
C01069,M,37,Credit Card
C01070,F,56,Credit Card
C01071,F,44,Credit Card
C01072,F,27,Mobile Payment
C01073,M,47,Credit Card
C01074,M,55,Cash
C01075,F,64,Cash
C01076,F,66,Credit Card
C01077,M,30,Cash
C01078,F,53,Credit Card
C01079,F,58,Credit Card
C01080,M,47,Credit Card
C01081,M,25,Cash
C01082,F,72,Mobile Payment
C01083,F,54,Mobile Payment
C01084,M,40,Credit Card
C01085,M,32,Credit Card
C01086,M,68,Credit Card
C01087,M,23,Cash
C01088,M,27,Mobile Payment
C01089,F,37,Credit Card
C01090,F,25,Mobile Payment
C01091,M,29,Credit Card
C01092,M,47,Mobile Payment
C01093,M,48,Credit Card
C01094,M,47,Mobile Payment
C01095,F,65,Cash
C01096,F,34,Credit Card
C01097,F,66,Credit Card
C01098,M,65,Cash
C01099,M,60,Credit Card
C01100,M,27,Credit Card
C01101,M,54,Cash
C01102,F,49,Credit Card
C01103,F,27,Credit Card
C01104,M,29,Credit Card
C01105,M,66,Mobile Payment
C01106,F,29,Credit Card
C01107,M,46,Credit Card
C01108,M,70,Cash
C01109,M,29,Cash
C01110,M,45,Cash
C01111,M,69,Cash
C01112,M,34,Cash
C01113,F,43,Mobile Payment
C01114,F,42,Cash
C01115,F,22,Mobile Payment
C01116,M,44,Mobile Payment
C01117,M,61,Credit Card
C01118,M,66,Mobile Payment
C01119,M,66,Mobile Payment
C01120,M,54,Credit Card
C01121,M,36,Credit Card
C01122,M,39,Mobile Payment
C01123,F,68,Mobile Payment
C01124,F,32,Cash
C01125,F,54,Credit Card
C01126,F,36,Credit Card
C01127,M,31,Mobile Payment
C01128,F,30,Mobile Payment
C01129,M,28,Mobile Payment
C01130,F,27,Credit Card
C01131,M,30,Mobile Payment
C01132,M,62,Mobile Payment
C01133,F,62,Credit Card
C01134,M,52,Mobile Payment
C01135,F,20,Cash
C01136,M,50,Credit Card
C01137,M,60,Credit Card
C01138,F,26,Cash
C01139,F,43,Credit Card
C01140,F,53,Mobile Payment
C01141,M,50,Credit Card
C01142,M,46,Credit Card
C01143,M,25,Credit Card
C01144,F,40,Credit Card
C01145,M,63,Credit Card
C01146,M,64,Mobile Payment
C01147,F,65,Credit Card
C01148,M,34,Credit Card
C01149,M,69,Cash
C01150,M,31,Mobile Payment
C01151,F,42,Credit Card
C01152,F,35,Cash
C01153,M,68,Credit Card
C01154,F,32,Mobile Payment
C01155,F,34,Mobile Payment
C01156,M,23,Mobile Payment
C01157,M,48,Credit Card
C01158,M,47,Mobile Payment
C01159,M,52,Mobile Payment
C01160,F,52,Credit Card
C01161,M,45,Mobile Payment
C01162,M,45,Credit Card
C01163,F,63,Mobile Payment
C01164,M,28,Credit Card
C01165,F,50,Mobile Payment
C01166,M,44,Credit Card
C01167,M,58,Credit Card
C01168,F,36,Mobile Payment
C01169,F,30,Credit Card
C01170,M,41,Credit Card
C01171,M,34,Mobile Payment
C01172,F,37,Credit Card
C01173,M,22,Mobile Payment
C01174,F,62,Mobile Payment
C01175,M,36,Mobile Payment
C01176,M,29,Credit Card
C01177,M,70,Credit Card
C01178,M,49,Cash
C01179,F,26,Credit Card
C01180,F,36,Credit Card
C01181,M,37,Credit Card
C01182,F,51,Credit Card
C01183,F,70,Mobile Payment
C01184,M,26,Cash
C01185,M,42,Credit Card
C01186,F,32,Credit Card
C01187,M,32,Credit Card
C01188,F,53,Credit Card
C01189,F,47,Mobile Payment
C01190,M,40,Cash
C01191,F,39,Mobile Payment
C01192,F,35,Credit Card
C01193,F,61,Credit Card
C01194,M,53,Mobile Payment
C01195,M,65,Mobile Payment
C01196,M,68,Credit Card
C01197,M,24,Mobile Payment
C01198,M,24,Cash
C01199,M,50,Mobile Payment
C01200,M,32,Mobile Payment
C01201,M,36,Cash
C01202,M,45,Cash
C01203,M,52,Credit Card
C01204,M,65,Mobile Payment
C01205,M,56,Credit Card
C01206,F,46,Cash
C01207,M,29,Credit Card
C01208,F,39,Mobile Payment
C01209,F,21,Mobile Payment
C01210,M,28,Cash
C01211,M,31,Credit Card
C01212,M,28,Cash
C01213,F,20,Credit Card
C01214,F,34,Cash
C01215,M,44,Credit Card
C01216,M,50,Credit Card
C01217,F,36,Mobile Payment
C01218,F,54,Credit Card
C01219,M,56,Cash
C01220,F,71,Mobile Payment
C01221,F,58,Credit Card
C01222,F,39,Cash
C01223,F,48,Credit Card
C01224,M,71,Mobile Payment
C01225,F,37,Mobile Payment
C01226,M,27,Credit Card
C01227,F,22,Mobile Payment
C01228,F,66,Credit Card
C01229,F,36,Mobile Payment
C01230,F,54,Credit Card
C01231,M,68,Credit Card
C01232,M,35,Mobile Payment
C01233,M,63,Cash
C01234,M,71,Mobile Payment
C01235,F,66,Mobile Payment
C01236,M,42,Mobile Payment
C01237,M,39,Mobile Payment
C01238,F,21,Credit Card
C01239,M,36,Mobile Payment
C01240,F,59,Credit Card
C01241,F,61,Cash
C01242,M,65,Mobile Payment
C01243,M,70,Credit Card
C01244,M,32,Mobile Payment
C01245,F,24,Credit Card
C01246,M,41,Mobile Payment
C01247,M,68,Mobile Payment
C01248,M,61,Credit Card
C01249,M,39,Credit Card
C01250,F,32,Credit Card
C01251,M,31,Credit Card
C01252,F,45,Mobile Payment
C01253,M,72,Credit Card
C01254,F,22,Credit Card
C01255,F,65,Cash
C01256,M,44,Credit Card
C01257,M,67,Credit Card
C01258,M,25,Mobile Payment
C01259,M,53,Cash
C01260,F,35,Cash
C01261,F,50,Cash
C01262,M,55,Cash
C01263,F,40,Credit Card
C01264,M,64,Credit Card
C01265,F,22,Credit Card
C01266,M,69,Mobile Payment
C01267,F,63,Credit Card
C01268,M,67,Credit Card
C01269,M,60,Credit Card
C01270,F,40,Mobile Payment
C01271,F,41,Cash
C01272,M,33,Mobile Payment
C01273,F,60,Mobile Payment
C01274,F,70,Mobile Payment
C01275,M,41,Cash
C01276,F,33,Mobile Payment
C01277,F,22,Mobile Payment
C01278,F,57,Cash
C01279,F,51,Credit Card
C01280,M,25,Credit Card
C01281,F,67,Credit Card
C01282,M,71,Credit Card
C01283,M,24,Credit Card
C01284,M,48,Credit Card
C01285,M,48,Credit Card
C01286,M,53,Credit Card
C01287,F,34,Credit Card
C01288,M,28,Credit Card
C01289,M,67,Mobile Payment
C01290,M,65,Cash
C01291,M,31,Credit Card
C01292,M,43,Mobile Payment
C01293,M,32,Mobile Payment
C01294,M,70,Cash
C01295,M,47,Credit Card
C01296,M,69,Credit Card
C01297,M,49,Cash
C01298,F,46,Credit Card
C01299,F,67,Mobile Payment
C01300,F,70,Credit Card
C01301,M,44,Mobile Payment
C01302,F,53,Credit Card
C01303,M,27,Mobile Payment
C01304,M,22,Credit Card
C01305,M,55,Credit Card
C01306,M,30,Mobile Payment
C01307,M,68,Credit Card
C01308,F,56,Credit Card
C01309,F,33,Credit Card
C01310,M,31,Credit Card
C01311,M,29,Credit Card
C01312,M,24,Mobile Payment
C01313,F,33,Credit Card
C01314,F,35,Credit Card
C01315,M,38,Credit Card
C01316,F,70,Mobile Payment
C01317,F,45,Mobile Payment
C01318,M,23,Credit Card
C01319,M,59,Cash
C01320,M,43,Mobile Payment
C01321,F,35,Credit Card
C01322,M,67,Mobile Payment
C01323,F,37,Cash
C01324,M,60,Credit Card
C01325,M,63,Credit Card
C01326,M,31,Mobile Payment
C01327,M,47,Credit Card
C01328,M,54,Credit Card
C01329,M,71,Cash
C01330,F,71,Mobile Payment
C01331,M,61,Mobile Payment
C01332,M,55,Cash
C01333,F,35,Credit Card
C01334,M,20,Mobile Payment
C01335,M,48,Cash
C01336,M,32,Cash
C01337,M,62,Mobile Payment
C01338,F,31,Credit Card
C01339,M,25,Mobile Payment
C01340,M,28,Mobile Payment
C01341,M,39,Credit Card
C01342,F,24,Mobile Payment
C01343,F,21,Credit Card
C01344,M,25,Credit Card
C01345,F,22,Credit Card
C01346,M,37,Credit Card
C01347,F,43,Credit Card
C01348,F,42,Cash
C01349,F,53,Credit Card
C01350,F,65,Credit Card
C01351,F,45,Mobile Payment
C01352,F,52,Credit Card
C01353,F,23,Credit Card
C01354,M,24,Credit Card
C01355,F,71,Mobile Payment
C01356,F,41,Credit Card
C01357,M,47,Mobile Payment
C01358,F,72,Credit Card
C01359,M,51,Cash
C01360,M,64,Credit Card
C01361,M,67,Credit Card
C01362,F,20,Credit Card
C01363,F,62,Cash
C01364,M,49,Mobile Payment
C01365,F,45,Credit Card
C01366,F,46,Credit Card
C01367,F,67,Mobile Payment
C01368,F,20,Cash
C01369,F,23,Credit Card
C01370,F,59,Cash
C01371,M,56,Cash
C01372,M,39,Cash
C01373,M,21,Credit Card
C01374,M,58,Cash
C01375,F,20,Credit Card
C01376,M,57,Mobile Payment
C01377,F,55,Cash
C01378,M,72,Credit Card
C01379,F,40,Credit Card
C01380,M,51,Cash
C01381,M,27,Mobile Payment
C01382,F,59,Cash
C01383,M,68,Mobile Payment
C01384,M,23,Credit Card
C01385,M,62,Credit Card
C01386,F,33,Credit Card
C01387,F,60,Mobile Payment
C01388,M,26,Cash
C01389,M,69,Credit Card
C01390,F,32,Credit Card
C01391,M,52,Credit Card
C01392,M,43,Cash
C01393,M,66,Mobile Payment
C01394,M,29,Mobile Payment
C01395,F,52,Cash
C01396,F,56,Credit Card
C01397,M,47,Mobile Payment
C01398,F,28,Credit Card
C01399,M,30,Credit Card
C01400,F,40,Credit Card
C01401,M,64,Mobile Payment
C01402,M,53,Credit Card
C01403,F,60,Cash
C01404,F,63,Credit Card
C01405,M,23,Mobile Payment
C01406,M,21,Credit Card
C01407,F,45,Cash
C01408,M,25,Credit Card
C01409,M,35,Mobile Payment
C01410,M,41,Mobile Payment
C01411,F,48,Credit Card
C01412,M,23,Mobile Payment
C01413,M,72,Mobile Payment
C01414,M,39,Credit Card
C01415,F,69,Credit Card
C01416,M,34,Mobile Payment
C01417,F,46,Credit Card
C01418,M,62,Mobile Payment
C01419,M,41,Credit Card
C01420,F,62,Credit Card
C01421,F,28,Credit Card
C01422,M,53,Cash
C01423,F,27,Cash
C01424,M,48,Cash
C01425,M,46,Credit Card
C01426,M,39,Cash
C01427,F,20,Credit Card
C01428,M,67,Mobile Payment
C01429,M,23,Cash
C01430,F,28,Credit Card
C01431,M,64,Credit Card
C01432,M,55,Mobile Payment
C01433,M,62,Credit Card
C01434,M,56,Mobile Payment
C01435,F,25,Mobile Payment
C01436,M,70,Cash
C01437,F,39,Credit Card
C01438,M,31,Credit Card
C01439,M,28,Mobile Payment
C01440,F,69,Mobile Payment
C01441,F,67,Cash
C01442,M,37,Mobile Payment
C01443,F,65,Mobile Payment
C01444,F,22,Mobile Payment
C01445,M,30,Cash
C01446,F,43,Mobile Payment
C01447,M,35,Cash
C01448,F,33,Mobile Payment
C01449,M,51,Credit Card
C01450,M,30,Credit Card
C01451,F,43,Credit Card
C01452,F,51,Credit Card
C01453,M,57,Mobile Payment
C01454,F,33,Credit Card
C01455,M,28,Mobile Payment
C01456,M,49,Mobile Payment
C01457,F,72,Credit Card
C01458,F,65,Credit Card
C01459,M,56,Credit Card
