Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV01594,C00838,"P00413,P00389,P00353,P00458,P00405",18/11/2025,CYB
INV01595,C00439,"P00302,P00346,P00188",13/09/2024,ST
INV01596,C00883,"P00322,P00325,P00205,P00067,P00355",18/04/2025,MK
INV01597,C00487,"P00500,P00078",30/07/2025,MK
INV01598,C00986,"P00151,P00108",05/11/2025,TKO
INV01599,C01367,"P00413,P00389,P00353,P00458,P00506,P00150",30/10/2025,CYB
INV01600,C00208,"P00413,P00389,P00353,P00458",14/06/2024,TKO
INV01601,C00729,"P00443,P00174",28/06/2025,MK
INV01602,C00129,"P00413,P00389,P00353,P00458",09/05/2025,CYB
INV01603,C01069,"P00344,P00165,P00349,P00424,P00011",31/07/2025,CYB
INV01604,C01156,"P00413,P00389,P00353,P00458,P00278,P00001",21/11/2025,CYB
INV01605,C00904,"P00441,P00127",14/04/2024,ST
INV01606,C01253,"P00272,P00240,P00322,P00386,P00353",01/06/2025,MK
INV01607,C00621,"P00312,P00325",27/01/2025,MK
INV01608,C00490,"P00492,P00322",02/04/2024,ST
INV01609,C00662,"P00413,P00389,P00353,P00458",22/01/2024,MK
INV01610,C00565,"P00413,P00389,P00353,P00458,P00285",18/05/2025,CYB
INV01611,C01042,"P00413,P00389,P00353,P00458,P00399",17/02/2024,MK
INV01612,C00991,"P00131,P00005,P00301,P00105,P00104",29/07/2025,MK
INV01613,C00527,"P00443,P00420,P00135,P00356",12/11/2025,TKO
INV01614,C01230,"P00066,P00280,P00051,P00344",15/07/2024,ST
INV01615,C00896,"P00434,P00286,P00133,P00411,P00456",04/03/2024,ST
INV01616,C01215,"P00413,P00389,P00353,P00458",13/04/2024,MK
INV01617,C00162,"P00371,P00200,P00498,P00497,P00166",28/09/2024,ST
INV01618,C00225,"P00451,P00487",21/11/2025,CYB
INV01619,C01260,"P00413,P00389,P00353,P00458,P00487,P00247",25/07/2024,CYB
INV01620,C00033,"P00413,P00389,P00353,P00458,P00045,P00205",12/07/2025,CYB
INV01621,C01072,"P00413,P00389,P00353,P00458",04/09/2024,MK
INV01622,C01019,"P00413,P00389,P00353,P00458,P00012,P00203",07/08/2024,CYB
INV01623,C00283,"P00393,P00357,P00054,P00268",24/08/2024,CYB
INV01624,C00438,"P00001,P00261,P00311,P00482",28/06/2025,TKO
INV01625,C00125,"P00413,P00389,P00353,P00458,P00497,P00187",28/02/2025,CYB
INV01626,C00509,"P00461,P00141,P00402",16/04/2025,TKO
INV01627,C01340,"P00413,P00389,P00353,P00458,P00504",27/06/2025,MK
INV01628,C00903,"P00059,P00454,P00445,P00358",02/10/2025,CYB
INV01629,C00249,"P00139,P00026,P00296",11/09/2024,CYB
INV01630,C00532,P00235,08/11/2025,CYB
INV01631,C00067,P00354,19/06/2024,CYB
INV01632,C00215,"P00413,P00389,P00353,P00458,P00388,P00202",05/04/2024,MK
INV01633,C01253,"P00413,P00389,P00353,P00458,P00248,P00445",21/08/2025,ST
INV01634,C00442,"P00293,P00010,P00045,P00423",29/09/2025,MK
INV01635,C01283,P00247,23/07/2024,CYB
INV01636,C01127,"P00413,P00389,P00353,P00458,P00382",03/06/2024,MK
INV01637,C01445,"P00413,P00389,P00353,P00458,P00392",13/02/2024,ST
INV01638,C00910,"P00159,P00195,P00055,P00335",13/12/2024,CYB
INV01639,C00064,"P00117,P00053,P00393,P00108",18/09/2024,MK
INV01640,C00407,"P00206,P00022",14/12/2024,CYB
INV01641,C00532,"P00343,P00260,P00438,P00254,P00228",20/03/2024,TKO
INV01642,C01308,"P00131,P00281,P00294,P00074",12/02/2024,ST
INV01643,C01387,"P00497,P00389,P00148,P00379",19/12/2025,ST
INV01644,C00658,"P00474,P00093,P00505,P00014",30/01/2025,TKO
INV01645,C00021,"P00413,P00389,P00353,P00458,P00272,P00151",06/06/2025,CYB
INV01646,C01440,"P00366,P00091,P00431,P00025,P00393",04/07/2025,CYB
INV01647,C00959,P00342,03/11/2024,ST
INV01648,C00144,"P00413,P00389,P00353,P00458,P00380,P00370",07/12/2024,MK
INV01649,C00211,"P00413,P00389,P00353,P00458",09/11/2024,ST
INV01650,C00490,"P00294,P00126,P00036",01/04/2024,MK
INV01651,C00659,"P00421,P00064",29/08/2025,TKO
INV01652,C00165,"P00173,P00140,P00433,P00269",25/01/2025,CYB
INV01653,C00428,"P00413,P00389,P00353,P00458,P00221,P00498",18/02/2025,TKO
INV01654,C00241,"P00048,P00469,P00259,P00450",05/01/2024,CYB
INV01655,C00631,"P00413,P00389,P00353,P00458,P00421",07/07/2025,CYB
INV01656,C00611,"P00413,P00389,P00353,P00458",05/08/2025,CYB
INV01657,C00106,"P00128,P00272",29/08/2025,ST
INV01658,C00424,"P00413,P00389,P00353,P00458,P00168,P00466",14/04/2025,CYB
INV01659,C00137,"P00413,P00389,P00353,P00458,P00137,P00454",18/10/2024,CYB
INV01660,C01169,"P00255,P00423",18/12/2025,TKO
INV01661,C00985,"P00088,P00269,P00360,P00278,P00323",29/12/2025,ST
INV01662,C00809,"P00413,P00389,P00353,P00458",05/05/2025,CYB
INV01663,C00665,"P00044,P00067",01/05/2025,CYB
INV01664,C00023,"P00413,P00389,P00353,P00458,P00064,P00386",03/11/2024,ST
INV01665,C00614,"P00152,P00311,P00243,P00023,P00323",03/03/2025,TKO
INV01666,C00143,"P00323,P00002,P00175",18/05/2024,TKO
INV01667,C00915,"P00100,P00078",21/11/2025,CYB
INV01668,C01009,P00492,18/11/2025,MK
INV01669,C00496,"P00049,P00242,P00010,P00177,P00266",10/09/2025,CYB
INV01670,C00486,"P00329,P00341,P00104",12/08/2025,CYB
INV01671,C00114,"P00413,P00389,P00353,P00458",13/02/2024,ST
INV01672,C00950,"P00266,P00424,P00164,P00302,P00499",26/07/2025,MK
INV01673,C00844,P00323,21/04/2025,MK
INV01674,C00746,"P00242,P00119,P00104",21/10/2024,CYB
INV01675,C00717,"P00413,P00389,P00353,P00458",24/07/2024,ST
INV01676,C01390,"P00409,P00346,P00062,P00486",20/07/2025,ST
INV01677,C00549,"P00413,P00389,P00353,P00458,P00164,P00486",12/03/2024,CYB
INV01678,C00665,"P00052,P00327,P00258,P00370",23/05/2024,CYB
INV01679,C00727,"P00495,P00221,P00208,P00460",02/05/2025,CYB
INV01680,C00868,P00356,22/03/2024,TKO
INV01681,C00853,"P00477,P00240,P00223,P00277",09/04/2024,ST
INV01682,C00616,"P00371,P00311,P00165,P00447",03/01/2025,ST
INV01683,C00895,"P00413,P00389,P00353,P00458,P00118",04/03/2024,CYB
INV01684,C00487,"P00429,P00042,P00239,P00385",02/07/2024,TKO
INV01685,C00337,"P00413,P00389,P00353,P00458,P00010",12/03/2025,TKO
INV01686,C00395,"P00270,P00403,P00197,P00299",27/07/2025,MK
INV01687,C00037,"P00290,P00050,P00309",29/09/2024,CYB
INV01688,C00480,"P00413,P00389,P00353,P00458,P00465",14/06/2025,MK
INV01689,C01047,"P00413,P00389,P00353,P00458,P00218",25/01/2024,ST
INV01690,C00604,"P00413,P00389,P00353,P00458",16/06/2024,ST
INV01691,C00574,P00400,15/10/2024,CYB
INV01692,C00416,"P00367,P00201,P00363,P00288,P00326",16/07/2025,CYB
INV01693,C00986,"P00224,P00313,P00079",25/04/2024,MK
INV01694,C00176,"P00191,P00346,P00297,P00498,P00183",01/07/2025,MK
INV01695,C00203,"P00413,P00389,P00353,P00458",08/08/2025,MK
INV01696,C00472,P00161,13/04/2024,MK
INV01697,C00969,P00123,17/08/2025,CYB
INV01698,C00524,"P00216,P00187,P00063",10/07/2025,CYB
INV01699,C01368,"P00413,P00389,P00353,P00458",25/05/2024,TKO
INV01700,C00962,P00072,04/01/2025,MK
INV01701,C00546,"P00467,P00152,P00323",13/05/2025,TKO
INV01702,C01012,"P00032,P00174,P00006,P00462,P00117",06/07/2025,MK
INV01703,C00549,P00285,26/10/2024,CYB
INV01704,C00193,"P00350,P00120",12/05/2024,MK
INV01705,C00950,"P00316,P00229",14/05/2024,ST
INV01706,C00627,"P00413,P00389,P00353,P00458,P00493",18/09/2025,CYB
INV01707,C00109,"P00048,P00452,P00027",13/05/2025,MK
INV01708,C01161,"P00413,P00389,P00353,P00458,P00335,P00422",13/08/2025,CYB
INV01709,C01420,"P00455,P00049",13/05/2024,MK
INV01710,C01106,"P00413,P00389,P00353,P00458,P00446,P00444",01/07/2025,CYB
INV01711,C00711,"P00491,P00205,P00473,P00259,P00477",06/11/2025,MK
INV01712,C00511,"P00413,P00389,P00353,P00458,P00447,P00352",21/09/2025,ST
INV01713,C01030,"P00413,P00389,P00353,P00458,P00452,P00444",20/02/2025,TKO
INV01714,C00685,"P00324,P00020,P00284,P00239",12/10/2025,MK
INV01715,C01025,"P00413,P00389,P00353,P00458",04/07/2025,TKO
INV01716,C00444,"P00179,P00410",03/02/2025,ST
INV01717,C00903,"P00153,P00413,P00051,P00318,P00125",18/09/2024,MK
INV01718,C00384,"P00413,P00389,P00353,P00458,P00401",02/12/2025,TKO
INV01719,C00176,"P00003,P00092",07/11/2025,TKO
INV01720,C01166,"P00413,P00389,P00353,P00458,P00364,P00397",26/01/2025,CYB
INV01721,C01446,"P00413,P00389,P00353,P00458",14/07/2025,CYB
INV01722,C00935,P00462,24/12/2024,TKO
INV01723,C00389,"P00314,P00479,P00324,P00272,P00299",14/07/2025,TKO
INV01724,C01414,"P00413,P00389,P00353,P00458,P00242,P00369",02/01/2025,MK
INV01725,C00397,"P00195,P00427,P00050,P00015",31/03/2024,CYB
INV01726,C01379,"P00413,P00389,P00353,P00458,P00207,P00055",15/04/2024,ST
INV01727,C00864,P00180,09/09/2025,ST
INV01728,C00384,"P00239,P00186",18/07/2024,MK
INV01729,C00558,"P00295,P00252,P00119,P00349,P00274",23/03/2025,MK
INV01730,C00540,"P00413,P00389,P00353,P00458",28/06/2025,TKO
INV01731,C00437,"P00413,P00389,P00353,P00458,P00012,P00127",10/01/2024,ST
INV01732,C01249,P00143,15/11/2024,CYB
INV01733,C00105,"P00413,P00389,P00353,P00458",20/07/2024,MK
INV01734,C00352,"P00027,P00495,P00115,P00472,P00237",03/06/2025,ST
INV01735,C01295,"P00413,P00389,P00353,P00458,P00467,P00503",15/02/2025,MK
INV01736,C01296,"P00051,P00097,P00380,P00471,P00117",20/08/2024,MK
INV01737,C00659,"P00413,P00389,P00353,P00458",27/10/2024,ST
INV01738,C00490,"P00413,P00389,P00353,P00458,P00134,P00115",31/10/2025,CYB
INV01739,C00206,"P00413,P00389,P00353,P00458,P00052,P00471",23/11/2024,MK
INV01740,C00799,"P00413,P00389,P00353,P00458",15/10/2024,ST
INV01741,C00985,"P00413,P00389,P00353,P00458,P00042",21/12/2025,MK
INV01742,C00176,"P00037,P00158,P00103,P00474",23/12/2024,ST
INV01743,C00929,"P00249,P00327,P00224,P00211",14/04/2024,TKO
INV01744,C00480,"P00005,P00365",28/01/2024,ST
INV01745,C00260,"P00454,P00417,P00206,P00395,P00372",24/11/2024,CYB
INV01746,C01335,"P00413,P00389,P00353,P00458,P00200,P00077",11/06/2025,ST
INV01747,C01079,"P00413,P00389,P00353,P00458,P00368,P00492",11/04/2024,CYB
INV01748,C01104,"P00413,P00389,P00353,P00458,P00324,P00228",18/05/2025,MK
INV01749,C00323,P00468,19/01/2025,MK
INV01750,C00019,"P00413,P00389,P00353,P00458,P00166",23/12/2024,ST
INV01751,C01305,"P00123,P00304",05/07/2024,CYB
INV01752,C00632,"P00167,P00497,P00302,P00255",17/06/2024,CYB
INV01753,C00630,"P00413,P00389,P00353,P00458",17/08/2025,CYB
INV01754,C01331,"P00413,P00389,P00353,P00458,P00462,P00319",19/10/2024,CYB
INV01755,C01159,"P00168,P00366,P00463,P00311",03/04/2025,MK
INV01756,C00501,P00135,05/02/2025,ST
INV01757,C00430,"P00459,P00175,P00130",22/07/2024,ST
INV01758,C00980,"P00413,P00389,P00353,P00458,P00103",11/03/2025,MK
INV01759,C01254,"P00413,P00389,P00353,P00458,P00481,P00410",23/01/2025,CYB
INV01760,C01133,"P00224,P00449,P00468",04/07/2025,TKO
INV01761,C00844,"P00134,P00178",16/04/2024,TKO
INV01762,C00926,"P00413,P00389,P00353,P00458,P00248,P00158",19/04/2025,ST
INV01763,C00424,"P00367,P00471,P00314,P00089,P00252",06/11/2025,CYB
INV01764,C00224,"P00347,P00155,P00105",13/09/2024,CYB
INV01765,C00884,"P00413,P00389,P00353,P00458,P00323",08/08/2025,TKO
INV01766,C00293,"P00418,P00412,P00470,P00216,P00430",23/09/2024,MK
INV01767,C00654,P00415,02/05/2024,MK
INV01768,C00349,"P00352,P00449,P00120,P00434,P00417",23/11/2025,TKO
INV01769,C00132,P00174,30/03/2024,TKO
INV01770,C00939,"P00159,P00188,P00470,P00385",01/12/2024,ST
INV01771,C00501,"P00413,P00389,P00353,P00458,P00471",19/10/2024,MK
INV01772,C01176,"P00413,P00389,P00353,P00458",24/01/2025,ST
INV01773,C00150,P00489,24/07/2024,ST
INV01774,C00033,"P00443,P00396,P00307,P00375",25/02/2025,CYB
INV01775,C00146,"P00174,P00353,P00082",29/09/2024,TKO
INV01776,C00011,"P00269,P00329",26/10/2024,CYB
INV01777,C01400,"P00441,P00350,P00070,P00348",04/12/2025,ST
INV01778,C00952,"P00327,P00506,P00463,P00410",28/08/2024,MK
INV01779,C00366,"P00215,P00070",13/09/2024,MK
INV01780,C01307,"P00335,P00136,P00054,P00126",23/02/2025,TKO
INV01781,C00830,P00136,16/12/2024,TKO
INV01782,C00833,"P00499,P00305,P00469",07/08/2024,TKO
INV01783,C01284,"P00413,P00389,P00353,P00458,P00492,P00305",21/12/2024,CYB
INV01784,C00783,"P00413,P00389,P00353,P00458,P00386",08/12/2024,CYB
INV01785,C01353,"P00153,P00332,P00219",11/02/2024,TKO
INV01786,C00727,"P00096,P00359,P00237,P00320",02/01/2024,CYB
INV01787,C01387,"P00413,P00389,P00353,P00458",19/07/2024,CYB
INV01788,C00613,"P00413,P00389,P00353,P00458",08/01/2024,CYB
INV01789,C01374,"P00413,P00389,P00353,P00458,P00101",01/07/2024,ST
INV01790,C00669,"P00216,P00448,P00261,P00324",25/09/2024,CYB
INV01791,C01087,"P00298,P00502,P00096",11/07/2024,MK
INV01792,C01249,"P00424,P00284,P00130,P00004",15/03/2024,CYB
INV01793,C00647,"P00127,P00284",30/08/2024,ST
INV01794,C00613,"P00269,P00311,P00050",30/01/2024,ST
INV01795,C00462,"P00118,P00347,P00036",02/04/2025,CYB
INV01796,C01011,"P00413,P00389,P00353,P00458",06/06/2024,ST
INV01797,C00466,"P00413,P00389,P00353,P00458,P00318,P00475",11/12/2025,MK
INV01798,C01263,"P00185,P00204,P00126,P00456",12/10/2025,MK
INV01799,C01175,P00502,05/11/2025,CYB
INV01800,C00135,"P00472,P00091,P00206,P00034,P00286",01/04/2025,MK
INV01801,C00152,"P00413,P00389,P00353,P00458",01/09/2024,CYB
INV01802,C00563,"P00117,P00424,P00203,P00181,P00258",03/03/2024,ST
INV01803,C00532,"P00256,P00384,P00143",23/02/2024,ST
INV01804,C00427,P00475,02/07/2024,ST
INV01805,C00754,"P00413,P00389,P00353,P00458,P00072,P00298",27/03/2024,TKO
INV01806,C01364,"P00388,P00174,P00352,P00389",08/09/2025,ST
INV01807,C01034,"P00357,P00006,P00344",25/11/2024,MK
INV01808,C00424,"P00413,P00389,P00353,P00458",03/07/2025,CYB
INV01809,C00759,"P00413,P00389,P00353,P00458",01/11/2024,TKO
INV01810,C00970,"P00425,P00269,P00490",24/02/2025,MK
INV01811,C00567,"P00413,P00389,P00353,P00458",01/04/2025,MK
INV01812,C01449,"P00413,P00389,P00353,P00458,P00216,P00213",04/08/2025,MK
INV01813,C00826,"P00095,P00284,P00233",10/11/2024,ST
INV01814,C00104,"P00413,P00389,P00353,P00458",26/02/2024,MK
INV01815,C00801,"P00096,P00322",07/05/2025,TKO
INV01816,C01377,"P00022,P00098,P00337",05/02/2024,CYB
INV01817,C00813,"P00413,P00389,P00353,P00458,P00281,P00459",12/06/2025,ST
INV01818,C00796,P00383,23/08/2024,CYB
INV01819,C00149,"P00118,P00447,P00307,P00214,P00287",11/11/2024,MK
INV01820,C00640,P00186,07/03/2024,CYB
INV01821,C01176,P00238,01/11/2024,MK
INV01822,C01036,"P00228,P00307,P00287",27/11/2024,CYB
INV01823,C01278,"P00413,P00389,P00353,P00458,P00179,P00019",05/10/2024,CYB
INV01824,C00191,P00385,18/03/2025,MK
INV01825,C01319,"P00413,P00389,P00353,P00458,P00286,P00013",10/11/2025,CYB
INV01826,C01110,"P00434,P00400,P00016",09/09/2024,ST
INV01827,C00232,"P00054,P00288,P00396,P00234,P00356",19/01/2024,CYB
INV01828,C00340,"P00193,P00069",06/02/2025,TKO
INV01829,C00665,"P00021,P00165,P00438,P00423,P00169",09/09/2024,CYB
INV01830,C00015,"P00496,P00392,P00164,P00295,P00312",28/04/2025,ST
INV01831,C00649,"P00053,P00073,P00455,P00440",29/01/2025,CYB
INV01832,C00233,"P00453,P00392,P00451,P00024,P00399",14/01/2024,MK
INV01833,C00587,"P00272,P00043,P00003,P00501",08/09/2025,CYB
INV01834,C01154,"P00385,P00049,P00380",15/02/2025,CYB
INV01835,C00767,"P00413,P00389,P00353,P00458,P00077",22/05/2024,CYB
INV01836,C00706,"P00413,P00389,P00353,P00458,P00308,P00288",08/04/2024,MK
INV01837,C00384,"P00319,P00074",16/06/2024,ST
INV01838,C01284,P00021,06/09/2024,MK
INV01839,C00942,"P00435,P00014,P00188",17/04/2024,ST
INV01840,C00414,P00260,19/05/2024,MK
INV01841,C01321,P00001,18/03/2025,MK
INV01842,C01115,"P00413,P00389,P00353,P00458,P00461,P00305",07/06/2024,MK
INV01843,C00987,"P00413,P00389,P00353,P00458,P00289,P00262",13/02/2024,CYB
INV01844,C00908,P00272,18/12/2024,CYB
INV01845,C00518,"P00424,P00088,P00156,P00211,P00147",18/06/2025,MK
INV01846,C00073,"P00413,P00389,P00353,P00458",05/08/2024,CYB
INV01847,C00808,"P00413,P00389,P00353,P00458,P00188",23/03/2025,ST
INV01848,C01273,P00083,17/04/2025,MK
INV01849,C01027,"P00198,P00234,P00073,P00171,P00409",08/09/2024,TKO
INV01850,C00077,"P00375,P00235,P00021",11/01/2025,ST
INV01851,C01037,"P00413,P00389,P00353,P00458",19/02/2025,ST
INV01852,C00299,"P00413,P00389,P00353,P00458,P00019",20/06/2024,ST
INV01853,C00556,"P00216,P00242",03/09/2024,MK
INV01854,C00472,"P00486,P00376,P00183,P00221",24/03/2025,CYB
INV01855,C00405,"P00135,P00307,P00203,P00337",14/01/2024,ST
INV01856,C00308,P00386,12/10/2025,MK
INV01857,C01214,"P00406,P00077,P00301,P00264",03/03/2024,CYB
INV01858,C01373,P00364,24/07/2024,MK
INV01859,C00375,"P00045,P00381,P00342,P00485,P00340",05/06/2025,ST
INV01860,C00706,"P00413,P00389,P00353,P00458",10/01/2025,CYB
INV01861,C01411,P00136,18/01/2024,MK
INV01862,C00708,"P00413,P00389,P00353,P00458,P00231",05/06/2025,TKO
INV01863,C00872,"P00181,P00130,P00177,P00264",20/05/2024,MK
INV01864,C00046,"P00413,P00389,P00353,P00458,P00359",16/05/2025,TKO
INV01865,C00322,"P00215,P00158,P00471,P00266,P00490",17/01/2024,ST
INV01866,C01099,"P00413,P00389,P00353,P00458,P00143,P00064",03/09/2024,TKO
INV01867,C01341,"P00498,P00282,P00285,P00395",09/01/2024,TKO
INV01868,C01154,"P00078,P00500,P00020,P00201",08/10/2024,CYB
INV01869,C01058,"P00413,P00389,P00353,P00458",28/05/2025,CYB
INV01870,C01175,"P00211,P00375",24/06/2025,MK
INV01871,C01042,"P00413,P00389,P00353,P00458,P00280",15/02/2024,ST
INV01872,C00165,P00254,15/03/2024,MK
INV01873,C00480,"P00269,P00373,P00182",27/12/2024,TKO
INV01874,C01086,"P00413,P00389,P00353,P00458,P00232",16/09/2025,ST
INV01875,C00744,"P00117,P00170",08/07/2024,CYB
INV01876,C00096,"P00413,P00389,P00353,P00458",01/06/2024,ST
INV01877,C00272,"P00413,P00389,P00353,P00458,P00424",10/12/2025,ST
INV01878,C01432,"P00213,P00358,P00006,P00386",26/04/2024,TKO
INV01879,C00413,"P00275,P00012,P00138,P00400",08/02/2024,CYB
INV01880,C00133,"P00469,P00397,P00506,P00428",24/12/2024,TKO
INV01881,C00778,"P00272,P00157,P00453,P00239,P00106",07/07/2025,CYB
INV01882,C00507,"P00446,P00390",19/02/2024,ST
INV01883,C01320,"P00364,P00359,P00489,P00404",15/11/2024,ST
INV01884,C00088,"P00472,P00282",16/04/2024,MK
INV01885,C01085,"P00413,P00389,P00353,P00458",18/09/2025,MK
INV01886,C00856,"P00014,P00404",26/09/2024,TKO
INV01887,C00915,"P00413,P00389,P00353,P00458",02/06/2024,ST
INV01888,C00481,"P00275,P00250,P00274",08/01/2024,TKO
INV01889,C00698,P00030,15/09/2024,CYB
INV01890,C00551,"P00360,P00403",25/02/2025,TKO
INV01891,C01264,"P00481,P00183,P00385,P00418,P00179",26/12/2025,MK
INV01892,C00456,"P00258,P00011,P00345,P00191,P00237",26/09/2025,CYB
INV01893,C01371,"P00413,P00389,P00353,P00458,P00335,P00306",22/02/2024,CYB
INV01894,C01204,"P00311,P00103,P00339,P00206,P00369",20/02/2024,CYB
INV01895,C01310,"P00434,P00208,P00458",22/02/2024,MK
INV01896,C00516,"P00413,P00389,P00353,P00458,P00195,P00216",01/08/2025,ST
INV01897,C01302,P00156,01/11/2025,ST
INV01898,C00806,"P00413,P00389,P00353,P00458",29/03/2024,MK
INV01899,C01298,"P00413,P00389,P00353,P00458",08/06/2024,ST
INV01900,C00773,P00081,21/09/2024,CYB
INV01901,C01410,"P00242,P00410",01/07/2024,CYB
INV01902,C00410,"P00014,P00305,P00117",16/09/2025,MK
INV01903,C00271,"P00256,P00165,P00437,P00167",22/03/2024,MK
INV01904,C00619,"P00318,P00133",29/03/2024,TKO
INV01905,C00247,"P00329,P00073,P00151,P00170",31/07/2024,TKO
INV01906,C01123,"P00490,P00241,P00139",21/01/2025,ST
INV01907,C00169,P00269,12/09/2024,MK
INV01908,C00774,"P00413,P00389,P00353,P00458,P00131",07/02/2025,TKO
INV01909,C00097,"P00147,P00003,P00124,P00446,P00204",20/04/2024,TKO
INV01910,C00579,"P00117,P00492,P00452,P00167",23/05/2025,MK
INV01911,C00142,"P00413,P00389,P00353,P00458,P00052,P00050",05/01/2025,CYB
INV01912,C00339,"P00427,P00255,P00004,P00129",14/02/2024,TKO
INV01913,C00695,"P00413,P00389,P00353,P00458,P00019,P00469",03/06/2025,MK
INV01914,C00995,"P00413,P00389,P00353,P00458,P00478",30/07/2024,ST
INV01915,C00827,"P00413,P00389,P00353,P00458,P00377,P00331",18/03/2024,CYB
INV01916,C01367,"P00176,P00361",02/01/2024,MK
INV01917,C00326,"P00413,P00389,P00353,P00458,P00429,P00381",23/05/2024,MK
INV01918,C01071,P00013,06/10/2024,CYB
INV01919,C00463,P00371,27/02/2025,TKO
INV01920,C01429,"P00413,P00389,P00353,P00458,P00057",25/12/2025,TKO
INV01921,C01016,"P00413,P00389,P00353,P00458",22/12/2025,CYB
INV01922,C00059,"P00457,P00008,P00247,P00498",21/04/2024,MK
INV01923,C00585,"P00384,P00395,P00173,P00191,P00091",26/08/2025,TKO
INV01924,C01382,"P00214,P00032,P00292,P00352,P00500",30/09/2024,TKO
INV01925,C01161,"P00191,P00402",04/11/2024,MK
INV01926,C00976,"P00273,P00250,P00312",16/07/2025,CYB
INV01927,C00910,"P00210,P00271,P00267,P00235",22/12/2025,MK
INV01928,C00813,"P00071,P00261,P00084,P00131,P00404",25/10/2025,TKO
INV01929,C00954,"P00129,P00015,P00242,P00291,P00204",16/01/2025,MK
INV01930,C00255,"P00356,P00370,P00299,P00465,P00336",10/02/2025,CYB
INV01931,C01024,"P00465,P00257,P00495",01/08/2024,CYB
INV01932,C00924,"P00388,P00112",04/02/2024,MK
INV01933,C01015,"P00413,P00389,P00353,P00458,P00163,P00052",26/07/2024,CYB
INV01934,C00986,"P00413,P00389,P00353,P00458",01/05/2025,CYB
INV01935,C00211,"P00368,P00366",30/09/2025,ST
INV01936,C00429,"P00087,P00212,P00006",16/05/2025,ST
INV01937,C01188,"P00075,P00178,P00068,P00140",11/12/2025,MK
INV01938,C00223,"P00216,P00250",27/04/2025,TKO
INV01939,C00334,"P00148,P00421,P00180,P00353,P00327",08/01/2024,TKO
INV01940,C00166,"P00413,P00389,P00353,P00458,P00248",15/08/2025,CYB
INV01941,C01155,P00343,10/07/2025,TKO
INV01942,C00406,"P00413,P00389,P00353,P00458,P00297",19/07/2024,ST
INV01943,C01434,"P00310,P00438,P00041",06/11/2025,CYB
INV01944,C01005,"P00413,P00389,P00353,P00458,P00341",28/04/2025,TKO
INV01945,C00562,"P00337,P00092,P00124",10/03/2024,CYB
INV01946,C00954,"P00413,P00389,P00353,P00458,P00323",02/06/2025,ST
INV01947,C01059,"P00413,P00389,P00353,P00458,P00506,P00073",27/02/2024,MK
INV01948,C01317,"P00413,P00389,P00353,P00458,P00207,P00031",18/10/2024,CYB
INV01949,C01029,"P00413,P00389,P00353,P00458,P00383",27/07/2024,CYB
INV01950,C01060,"P00184,P00153,P00086,P00420",13/12/2025,MK
INV01951,C01379,"P00082,P00272,P00259,P00413",22/04/2024,CYB
INV01952,C00656,"P00150,P00027,P00163",08/04/2025,ST
INV01953,C00766,"P00413,P00389,P00353,P00458,P00210",22/01/2025,CYB
INV01954,C01035,"P00223,P00010,P00352",12/12/2025,ST
INV01955,C01256,"P00190,P00344,P00257,P00080",13/07/2025,CYB
INV01956,C01441,"P00413,P00389,P00353,P00458",15/03/2024,MK
INV01957,C00167,"P00413,P00389,P00353,P00458,P00394",16/03/2025,CYB
INV01958,C00537,"P00413,P00389,P00353,P00458,P00315,P00472",28/02/2025,CYB
INV01959,C00218,"P00413,P00389,P00353,P00458,P00104,P00076",22/04/2024,CYB
INV01960,C00949,"P00010,P00156,P00328",20/03/2024,MK
INV01961,C00412,"P00250,P00339,P00218",09/03/2024,MK
INV01962,C00222,"P00313,P00502,P00058",23/05/2024,ST
INV01963,C00664,"P00413,P00389,P00353,P00458,P00494,P00329",31/10/2025,CYB
INV01964,C01026,P00303,09/09/2025,MK
INV01965,C00354,"P00413,P00389,P00353,P00458",27/01/2025,CYB
INV01966,C00573,"P00061,P00499,P00326",28/06/2025,CYB
INV01967,C01071,"P00413,P00389,P00353,P00458,P00130",22/07/2025,CYB
INV01968,C00876,"P00413,P00389,P00353,P00458,P00471,P00114",08/02/2024,MK
INV01969,C00846,"P00181,P00409,P00291,P00055",31/12/2025,MK
INV01970,C01032,"P00103,P00110,P00220,P00349",11/07/2024,MK
INV01971,C00609,"P00104,P00302,P00399,P00401",31/07/2025,CYB
INV01972,C00267,"P00260,P00437,P00203,P00262,P00067",23/01/2025,TKO
INV01973,C00598,P00280,08/02/2024,CYB
INV01974,C00461,"P00131,P00161,P00164,P00327",16/11/2025,MK
INV01975,C00891,"P00312,P00046",21/10/2025,MK
INV01976,C01202,"P00229,P00498",01/07/2024,MK
INV01977,C00561,P00104,22/12/2025,CYB
INV01978,C00341,"P00131,P00315,P00200,P00333,P00042",13/06/2025,MK
INV01979,C01123,"P00413,P00389,P00353,P00458,P00050",19/03/2025,MK
INV01980,C00046,"P00380,P00271",05/05/2024,ST
INV01981,C00129,"P00136,P00297,P00141,P00066",14/12/2024,MK
INV01982,C00263,"P00413,P00389,P00353,P00458",23/10/2025,CYB
INV01983,C01380,"P00363,P00308,P00402",23/12/2024,CYB
INV01984,C00209,"P00287,P00253",04/11/2024,TKO
INV01985,C00596,P00162,05/12/2025,MK
